8,16,32,64
0.041532877,0.043004589,0.04155199,0.04222095
0.040768351,0.040271409,0.042048932,0.042335629
0.042507648,0.041590216,0.042335629,0.043539758
0.042622326,0.042431195,0.043253061,0.041590216
0.043692663,0.043635323,0.045852449,0.044266057
0.051185018,0.054051991,0.06290138,0.065806579
0.06878823,0.07327982,0.096483186,0.101318813
0.105160556,0.124675083,0.148279824,0.155198786
0.190328757,0.213054293,0.223394507,0.228039003
0.280275244,0.295890688,0.303879986,0.300286713
0.360225556,0.386831061,0.392947269,0.359078766
0.452465619,0.476586418,0.463302777,0.40466363
0.548509202,0.579338714,0.529204922,0.432740848
0.650841014,0.675821903,0.584862415,0.449713325
0.723337194,0.754396067,0.609881526,0.454529839
0.767870834,0.789048207,0.625019146,0.453230145
0.794629247,0.805237047,0.633371594,0.459002317
0.801987812,0.81349393,0.637920524,0.464774489
0.806250046,0.816552034,0.639946515,0.467851706
0.805447294,0.816819616,0.641265324,0.470967149
0.805982461,0.818386895,0.640156764,0.469495438
